eng_text,ksl_text
The police can command you,POSSIBLE POLICE YOU COMMAND
I can command you,POSSIBLE ME YOU COMMAND
How will you command them,POSSIBLE YOU THE COMMAND HOW
My father will command them,POSSIBLE FATHER MINE THEM COMMAND
What is a commandment,COMMANDMNET MEAN WHAT…
That commandment is not good,COMMANDMENT THAT GOOD NOTHING
They broke the commandment,COMMANDMENT THEY BREAK FINISH
The teacher made a commandment,COMMANDMENT TEACHER MAKE FINISH
We will commemorate his deathy,POSSIBLE DEATH HIS WE COMMEMORATE
I will commemorate her,POSSIBLE ME HER COMMEMORATE
This house will commemorate him,POSSIBLE HOUSE THIS HIM COMMEMORATE
This song will commemorate my wife,POSSIBLE SONG THIS WIFE MINE COMEMEORATE
Comment on this,THIS COMMEND
I can comment now,NOW POSSIBLE ME COMMENT
I will attend the commission,POSSIBLE COMMISSION ME ATTEND
The priest will commission them,POSSIBLE THEM PRIEST COMMISION
Can I commission you,POSSIBLE ME YOU COMMISSION…
I will commission you,POSSIBLE ME YOU COMMISION
The commission was enjoyable,COMMISSION THAT ENJOYABLE FINISHTRUE
I hate that committee,COMMITTEE THAT ME HATETRUE
He is a common peson,PERSON COMMON HE ISTRUE
That shirt is not common,SHIRT THIS COMMON NOTHING
Please communicate,COMMUNICATE PLEASE
Can you communicate,POSSIBLE YOU COMMUNICATE…
I will communicate tommorrow,TOMMORROW POSSIBLE ME COMMUNICATE
I cannot communicate with him,IMPOSSIBLE ME HIM COMMUNICATE
It is hard to communicate,COMMUNICATE HARDTRUE
I need a companion,COMPANION ME NEED
My wife is my companion,WIFE MINECOMPANION MINETRUE
He will get a companion,POSSIBLE COMPANION HE GET
Can she have a companion,POSSIBLE COMPANION SHE HAVE
Draw a compass direction,COMPASS DIRECTION DRAW
A compass has four main points,POINTS FOUR MAIN COMPASS HAVE
Do you know a compass,COMPASS YOU KNOW…
Use a compass,COMPASS USE
Take that compass,COMPASS THAT TAKE
She will compete with you,POSSIBLE SHE YOU COMPETE
I can compete him,POSSIBLE HIM ME COMPETE
He will compete them,POSSIBLE THEM HE COMPETE
Compile the results,RESULTS COMPILE
I have finished to compile the forms,FORM FORM ME COMPILE FINISH
Can you compile,POSSIBLE YOU COMPILE…
I can compile,POSSIBLE ME COMPILE
She will compile the,POSSIBLE SHE THEM COMBINE
She knows how to complain,COMPLAIN SHE KNOW
I can complain,POSSIBLE ME COMPLAIN
The teachers will complain today,TODAY POSSIBLE TEACHER TEACHER COMPLAIN
Will you complain,POSSIBLE YOU COMPLAIN…
Students will complain to the teacher,POSSIBLE STUDENT STUDENT TEACHER COMPLAIN
I completed the work,WORK ME COMPLETE FINISH
The job was completed,JOB COMPLETE FINISH
He will complicate things,POSSIBLE THINGS HE COMPLICATE
Complicate the issues,ISSUE ISSUE COMPLICATE
He will complicate the results,POSSIBLE RESULTS HE COMPLICATE
I can complicate the discussion,POSSIBLE DISCUSSION ME COMPLICATE
He can complicate them,POSSIBLE THEM HE COMPLICATE
Write a composition,COMPOSITION WRITE
The composition is short,COMPOSITION SHORTTRUE
What is the composition,COMPOSITION WHAT…
This is a poor composition,COMPOSITION THIS POORTRUE
I can not compromise,IMPOSSIBLE COMPROMISE
They will compromise you,POSSIBLE YOU THEY COMPROMISE
I can compromise them,POSSIBLE ME THEM COMPROMISE
The students can compromise,POSSIBLE STUDENTS COMPROMISE
It is hard to compromise,COMPROMISE HARDTRUE
Conceal your effort,EFFORT YOUR CONCEAL
They will conceal the information,POSSIBLE THEY INFORMATION CONCEAL
I will conceal the data,POSSIBLE DATA ME CONCEAL
The farmer will concel them,POSSIBLE FARMER THEM CONCEAL
She can conceive today,TODAY POSSIBLE SHE CONCEIVE
rRuth will conceive the baby,POSSIBLE BABY RITH CONCEIVE
Can she conceive,POSSIBLE SHE CONCEIVE
What is to conceive,CONCEIVE MEAN WHAT
They will not conceive,IMPOSSIBLE THEY CONCEIVE
Concentrate on this,THISCONCENTRATE
I ncannot concentrate,IMPOSSIBLE ME CONENTRATE
They will concentrate,POSSIBLE THEY CONCENTRATE
I can concentrate,POSSIBLE ME CONCENTRATE
That concept was hard,CONCEPT THAT HARD FINISHTRUE
I am going to that concert,CONCERT THAT ME GO
I love this concert,CONCERT THIS ME LOVE
It Is a big concert,CONCERT BIG TRUE
The concert is far,CONCERT THERE FAR TRUE
What is the conclusion,CONCLUSION WHAT
Write the conclusion,CONCLUSION WRITE
Does your work have a conclusion,WORK YOURS CONCLUSION HAVE
A conclusion is very important,CONCLUSION IMPORTANTTRUE
Wear this condom,CONDOM THIS WEAR
I love using a condom,CONDOM ME LOVE USE
Condom prevents pregnancy,PREGNANCY CONDOM PREVENT
She hates a condom,CONDOM SHE HATE
Conduct yourself well,YOURSELF WELL CONDUCT
I will conduct the training,POSSIBLE TRAINING ME CONDUCT
She has a certificate of good conduct,CONDUCT GOOD CERTIFICATE SHE HAVE
My father is a conductor,FATHER MINE CONDUCTORTRUE
That conductoe is good,CONDUCTOR THAT GOODTRUE
Ii hate that conductor,CONDUCTOR THAT ME HATE
That mountain has a conelet,MOUNTAIN THAT CONELET HAVETRUE
That conelet is big,CONELET THAT BIG TRUE
What is a conelet,CONELET MEAN WHAT…
Do you know a conelet,CONELET YOU KNOW
Stand on that conelet,CONELET THAT ON STAND
Confess your sins,SIN SIN YOUR CONFESS
I will confess my secrets,POSSIBLE SECRETS MINE ME CONFESS
You must confess your sins,SIN SIN YOUR CONFESS MUST
The student will confess the truth,POSSIBLE TRUTH STUDENT CONFESS
Always have confidence,CONFIDENCE ALWAYS HAVE
Confidence is very important,CONFIDENCE IMPORTANT A LOT
My son is confident,SON MINE CONFIDENTTRUE
Are you confident,YOU CONFIDENTTRUE…
He is a confident student,STUDENT CONFIDENT HE IS
He is a confident man,MAN CONFIDENT HE IS
This information is confidential,INFORMATION THIS CONFIDENTIAL TRUE
Keep this confidential,CONFIDENTIAL THIS KEEP
This letter is confidential,LETTER THIS CONFIDENTIALTRUE
I have confidential details,DETAILS CONFIDENTIAL ME HAVE
Confirm with him,HIM WITH CONFIRM
Confirm if he is dead,HIM DIE FINISH CONFIRM
Confirm them,THEM CONFIRM
She went for confirmation,CONFIRMATION SHE GO FINISH
My teacher came to my  confirmation ,CONFIRMATION MINE TEACHER COME FINISH
I received the confirmation email,EMAIL CONFIRMATION ME RECEIVE FINISH
The confirmation came,CONFIRMATION COME FINISH
I expected his confirmation today,TODAY CONFIRMATION ME EXPECT FINISH
I hate conflict,CONFLICT ME HATE
It is good to have conflict resolution,RESOLUTION CONFLICT GOOD HAVE
Conflict resolution is a skill,RESOLUTION CONFLICT SKILLTRUE
Do you have conlict resolution skills,SKILL RESOLUTION CONFLICT YOU HAVE…
They did conflict resolution,RESOLUTION CONFLICT THEY DO FINISH
I will confuse you,POSSIBLE ME YOU CONFUSE
The lecture will confuse me,POSSIBLE LECTURER ME CONFUSE
I can confuse that girl,POSSIBLE GIRL THAT ME CONFUSE
She must confuse,SHE CONFUSE MUST
Congo is a country,CONGO COUNTRYTRUE
Many people live in Congo,PEOPLE MANY CONGO LIVE
Congo is a good place,PLACE GOOD CONGOTRUE
Use that conjuction,CONJUCTION THAT USE
They used any conjuction,CONJUCTION ANY THEY USE
I have a new conjuction,CONJUCTION NEW ME HAVE
Please be conscious,CONSCIOUS BEPLEASE
It is good to be conscious,CONSCIOUS GOOD BECOMETRUE
I am conscious,ME CONSCIOUS TRUE
They were conscious of that fact,FACT THAY THEY CONSCIOUSTRUE
How can I be conscious,CONSCIOUS ME BECOME HOW
Please consider me,ME CONSIDER PLEASE
They can consider them,POSSIBLE THEM THEY CONSIDER
I have constipation ,CONSTIPATION ME HAVE
What is constipation,CONSTIPATION MEAN WHAT…
The topic of today is constipation,TODAY TOPIC CONSTIPATION
How is your constipation,CONSTPATION YOUR HOW
Do you have constipation,CONSTIPATION YOU HAVE…
That is my constituency,CONSTITUENCY THAT MINETRUE
I will travel to my constituency tomorrow,TOMMORROW POSSIBLE CONSTITUENCY MINE TRAVEL
My constituency won,CONSTITUENCY MINE WIN FINISH
Emuhaya constituency is big,CONSTITUENCY EMUHAY BIGTRUE
I will go to the constituency office tomorrow,POSSIBLE OFFICE CONSTITUENCY ME GO
Construct two sentences,SENTENCES TWO CONSTRUCT
They will construct a house,POSSIBLE HOUSE THY CONSTRUCT
I will construct for him,POSSIBLE HIM ME CONSTRUCT
Can you construct a building,POSSIBLE BUILDING YOU CONSTRUST…
My father is a constructor,FATHER MINE CONSTRUCTORTRUE
The constructor will come,POSSIBLE CONSTRUCTOR COME
That is the constructor,CONSTRUCTOR THATTRUE
I have a constructor,CONSTRUCTOR ME HAVETRUE
I will consult them,POSSIBLE THEM ME CONSULT
Go and consult,CONSULT GO
The students came to consult,STUDENTS CONSULT COME FINISH
I am a consumer,CONSUMER METRUE
That is a consumer,CONSUMER THATTRUE
It is not a consumer,CONSUMER NOTHING
The consumer will come,POSSIBLE CONSUMER COME
Help me your contact,CONTACT YOUR ME HELP
I will contact them,POSSIBLE THEM ME CONTACT
The bag will contain his clothes,POSSIBLE CLOTHE CLOTHE HIS BAG CONTAIN 
Contain them there,THEM THERE CONTAIN
I cant contain that behavior,IMPOSSIBLE BEHAVIOR THAT ME CONTAIN
I will not contain you,IMPOSSIBLE YOU ME CONTAIN
I can contain them,POSSIBLE THEM ME CONTAIN
That container is new,CONTAINER THAT NEWTRUE
That is my container,CONTAINER THAT MINETRUE
The container will burst,POSSIBLE CONTAINER THAT BURST
Bring me the containers,CONTAINER CONTAINER ME BRING
I have many containers,CONTAINER MANY ME HAVE
My containers are black,CONTAINER CONTAINER MINE BLACKTRUE
I want a lot of content,CONTENT A LOT ME WANT
You must have content,CONTENT HAVE MUST
Contraction of the muscles can be dangerous,POSSIBLE MUSCLE CONTARCTION DANGEROUS BECOME
What is contraction,CONTRACTION MEAN WHAT…
He knows contraction,CONTRACTION HE KNOW
I have a contrary opinion,OPINION CONTRARY ME HAVE
My idea is contrary,IDEA MINE CONTRARYTRUE
He said contrary words,WORD WORD CONTRARY HE SAY FINISH
They are contrary to my desire,DESIRE MINE THEY CONTRARYTRUE
My expectations are contrary,EXPECTATION MINE CONTRARYTRUE
Contrast the two,TWO CONTRAST
Adjust the contrast,CONTRAST ADJUST
She knows how to contrast,CONTAST SHE KNOW
I can contrast,POSSIBLE ME CONTRAST
I will sent my contribution,POSSIBLE CONTRUBUTION MINE ME SENT
They ended the contribution,CONTRIBUTION THEY END
They have the contribution,CONTRIBUTION THEY HAVE
They will convene the meeting,POSSIBLE MEETING THEY CONVENE
The teachers can convene there,POSSIBLE TEACHER TEACHERE THRE CONVENE
How can we convene them,POSSIBLE THEM CONVENE HOW
The principal will convene them,POSSIBLE THEM PRINCIPAL CONVENE
It is not convenient,CONVINIENT NOTHING
They will become convenient,POSSIBLE CONVINIENT THEY BECOME
She is very convenient,CONVENIENT SHEALOT
The laptop is convenient,LAPTOP MINE CONVINIENTTRUE
The convent is closed,CONVENT CLOSE FINISH
I hate the convent,CONVENT ME HATE
That convent is new,CONVENT THAT NEW
The people in the convent are not good,PEOPLE CONVENT GOOD NOTHING
The conversation is boring,CONVERSATION BORINGTRUE
I ejoyed the conversation,CONVERSATION ME ENJOYTRUE
They will engage in the conversation,POSSIBLE CONVERSATION THEY ENGAGE
The conversation is not good,CONVERSATION GOOD NOTHING
We will have a conversation,POSSIBLE CONVERSATION WE HAVE
He is a convict,CONVICT HETRUE
The police will convict him,POSSIBLE POLICE HIM CONVICT
They cannot convict him,IMPOSSIBLE HIM THEY CONVICT
He said he is a convict,CONVICT HE SAY FINISH
I will convince her to marry me,POSSIBLE HER ME MARRY CONVINCE
I will convince the lecture,POSSIBLE LECTURE ME CONVINCE
I will convince you,POSSIBLEYOU ME CONVINCE
Your husband can convince you,POSSIBLE HUSBAND YOURS YOU CONVINCE
Will he convince me,POSSIBLE ME HE CONVINCE
The gas cooker is mine,COOKER GAS MINE TRUE
I will buy cooking fat,POSSIBLE COOKING FAT ME BIUY
The cooking fat is mine,CCOKING FAT MINETRUE
Take that cooking fat,COOKING FAT THAT TAKE
I shared the cooking fat,COOKING FAT ME SAHRE FINISH
She bought cooking fat,COOKING FAT SHE BUY FINISH
I came with cooking oil,COOKI NG OIL ME WITH COME
They stole my cooking oil,COOKING OIL MINE THEY STEAL FINISH
The cooking stick is brocken,COOKING STICK BREAK FINISHTRUE
He will sell the cooking stick,POSSIBLE COOKING STICK HE SELL
I got my cooking stick,COOKING STICK MINE ME GET FINISH
The cooking stick is small,COOKING STICK SMALLTRUE
It si cooler this side,SIDE THIS COOL A LOT TURE
I love cooler places,PLACE COOL ME LOVETRUE
I bought a cooler machine,MACHINE COOL ME BUY
She went to a cooler place,PLACE COOL SHE GO FINISH
Cooperate with him,HIM SAME COOPERATE
I will cooperate with them ,POSSIBLE THEM SAME ME COOPERATE
How will we cooperate,US COOPERATE HOW…
They will cooperate,POSSIBLE THEY COOPERATE
The students will cooperate ,POSSIBLE STUDENTS COOPERATE
What is cooperation,COOPERATION MEAN WHAT
Can we have a cooperation,POSSIBLE COOPERATION WE HAVE…
She works in that coopeation,COOPERATION THAT SHE WORK
He knows that cooperation,COOPERATION THAT HE KNOW
You must coordinate,COORDINATE MUST
How will we coordinate,POSSIBLE WE COORDINATE HOW…
I will coordinate with her,POSSIBLE HER ME COORDINATE
The librarian can coordinate with the cooks,POSSIBLE COOK SAME LIBRARIAN COORDINATE
Can they coordinate,POSSIBLE THEY COORDINATE
They must have coordination,COORDINATION THEY HAVE MUST
They will do coordination,POSSIBLE COORDINATION THEY DO
This work needs coordination,COORDINATION WORK EED
The have news ways of coordination,COORDINATION WAYS NEW HAVE
Cordination is hard,COORDINATION HARDTRUE
Make five copies,COPIES FIVE MAKE
Please send me many copies,COPIES MANY PLEASE SEND
I have thirty copies,COPIES THIRTY ME HAVE
They took few copies,COPIES FEW THEY TAKE FINISH
They have ten copies,COPIES TEN THEY HAVE
I will copy you,POSSIBLE YOU ME COPY
Who will coordinate,POSSIBLE COORDINATE YOU WHO…
You have given me one coordinate,COORDINATE ONE YOU ME GIVE FINISH
Cordinate the team,TEAM COORDINATE
They will coordinate themselves,POSSIBLE THEMSELVES THEY CORDINATE
I can coordinate them,POSSIBLE THEM ME COORDINATE
That is a corpse,CORPSE THAT TRUE
They will bury the corpse,POSSIBLE CORPSE THEY BURY FINISH
She kept all her old correspondence,CORRESPONDEND OLD SHE ALL KEEP FINISH
The professor found the corespondece,CORRESPONDENCE PROFFESSOR FIND FINISH
She prefers handwritten correspondence,CORRESPONDENCE HANDWRITTEN SHE PREFER
The lost correspondence was found,CORRESPONDENCE LAST FIND FINISH
Students hurried down the corridor,CORRIDOR DOWN STUDENTS HURRY FINISH
Walk in the corridor,CORIDOR WALK
The corridor led to a hidden room,ROOM HIDDEN CORRIDOR LEAD FINISH
They meet at the corridor,CORRIDOR THEY MEET FINISH
I hate corruption,CORRUPTION ME HATE
Kenya has a lot of corruption,CORRUPTION A LOT KENYA HAVE
Corruption is not good,CORRUPTION GOOD NOTHING
Buy her a cosmetic,COSMETIC HER BUY
That cosmetic looks bad,COSMETIC THAT BAD LOOK
The cosmetic is new,COSMETIC NEWTRUE
Bring another costume,COSTUME ANOTHER BRING
Was your that costume,COSTUME THAT YOUR TRUE
Have this costume,COSTUME THIS HAVE
The costume is old,COSTUME OLD
They plant cotton,COTTON THEY PLANT
My daughter loves that cotton,COTTON THAT DAUGHTER MINE LOVE
I will sleep on the coach,POSSIBLE COACH ME SLEEP
The couch is safe,COUCH SAFETRUE
I bought a new couch,COUCH NEW ME BUY
My couch is torn,COUCH MINE TEAR FINISH
Talk to the council,COUNCIL TALK
The council was dismantled,COUNCIL DISMANTLEFINISH
The council has failed us,COUNCIL US FAIL FINISH
City council is corrupt,COUNCIL CITY CORRUPT TRUE
We saw the councilor,COUNCILOR US SEE FINISH
The counciler has died,COUNCILER DIE FINISH
His father is my councilor,FATHER HIS COUNCILOR MINE
Counselling is not easy,COUNSELLING EASY NOTHING
I studied counslling,COUNSELLING ME STUDY FINISH
Counselling is expensive,COUNSELLING EXPENSIVE TRUE
Counselling needs passion,PASSION COUNSELLING NEEDTRUE
Count the children,CHILDREN COUNT
That couple divorced,COUPLE DIVORCE FINISH
They are a couple,COUPLE THEMTRUE
The couple are my parents,COUPLE PARENT MINETRUE
I love your courage,COURAGE YOUR ME LOVETRUE
Courage is very important,COURAGE IMPRTANT A LOTTRUE
I will go to court on Friday,FRIDAY POSSIBLE ME COURT GO
My cousin is a nurse,COUSIN MINE NURSETRUE
I love my cousin,COUSIN MINE ME LOVETRUE
All these are my cousins,COUSINS MINE THESE ALL
My cousins will come,POSSIBLE COUSINS MINE COME
They are my cousins,COUSINS MINETRUE
The covenant was brocken,COVENANT BREAK FINISH
This is a covenant,COVENANT THISTRUE
Lets make a covenant,COVENANT MAKE
He covered her head,HEAD HER HE COVER
The doctor will cover you,POSSIBLE DOCTOR YOU COVER
The teacher covered the student,STUDENT TEACHER COVER FINISH
Covid was dangerous,COVID DANGEROUSTRUE
 I have covid,COVID ME HAVE
He is a coward,COVERED HIMTRUE
This student is a coward,STUDENT THIS COWARDTRUE
I am a coward,COWARD ME
Crash the stones,STONE STONE CRASH
Crash the groundnuts,GROUNNUTS CRASH
I willcrash you,POSSIBLE YOU ME CRASH
You will crush me,POSSIBLE ME YOU ME CRASH
I can crowl like a bay,POSSIBLE ME SAME BABY CRAWL
The snake will croal,POSSIBLE SNAKE CROAL
Create two,TWO CREATE
I will create problems,POSSIBLE PROBLEMS ME CREATE
I can create that for myself,POSSIBLE MYSELF THAT ME CREATE
Discuss the creation theory,THEORY CREATION DISCUSS
The creation theory is a lie,THEORY CREATION LIETRUE
You must have creative thinking,THINKING CREATIVE HAVE MUST
Creative thinking is a skill,THINKING CREATIVE SKILLTRUE
Do you have creative thinking,THINKING CREATIVE YOU HAVE…
God is the creator,CREATOR GODTRUE
He is the creator of the dance,DANCE CREATOR HE ISTRUE
A creator is paid well,CREATOR WELL PAY TRUE
A creator always thinks,CREATOR THINK ALWAYSTRUE
The creater of heavens and earth will come,POSSIBLE CREATOR HEAVEN SAME EARTH COME
Look at that creature,CREATURE THAT LOOK
This creature looks good,CREATURE THIS GOOD LOOKTRUE
We keep that creature at home,CREATURE THAT HOME KEEPTRUE
This creature is mine,CREATURE THIS MINE TRUE
Buy me credit,CREDIT ME BUY
I will credit your bank,POSSIBLE BANK YOUR ME CREDIT
I will credit the best student,POSSIBLE STUDENT BEST ME CREDIT
Who will credit you,POSSIBLE YOU WHO CREDIT…
The credit is depletd,CREDIT DEPLETE FINISH
I love my crew,CREW MINE ME LOVE
My crew will come tommorrow,TOMORROW POSSIBLE CREW MINE COME
My crew is good,CREW MINE GOD TRUE
The director was crucified,DIRECTOR CRUCIFY FINISH
My mother will crucify you,POSSIBLE YOU MOTHER MINE CRUCIFY
They will crucify him,POSSIBLE THEY HIM CRUCIFY
Don’t crucify yourself,YOURSELF CRUCIFY NOTHING
The media will crucify him,POSSIBLE HIM MEDIA CRUCIFY
My mother became crippled after accident,TIME ACCIDENT FINISHMOTHER MINE CRIPPLE BECOME
The musician played a crotchet,CROCHET MUSICIAN PLAY FINISH
She drew a crotchet,CROTCHET SHE DRAW FINISH
The crotchet is new,CROTCHET NEWTRUE
The crocodile slowly emerged from the water,CROCODILE WATER SLOWLY EMERGE
They saw a crocodile,CROCODILE THEY SEE FINISH
Crocodiles are close,CHROCODILES CLOSETRUE
A crocodile is an animal,CROCODILE ANIMALTRUE
